^:<ptk=cb-t name=catalog caption=經名 scan=title type=tsv preload=true>	bulei	title	author
2120	史傳	代宗朝贈司空大辨正廣智三藏和上表制集	^dy【唐】^pr【圓照】集
2121	事彙	經律異相	^dy【梁】^pr【寶唱】等集
2122	事彙	法苑珠林	^dy【唐】^pr【道世】撰
2123	事彙	諸經要集	^dy【唐】^pr【道世】集
2124	事彙	法門名義集	^dy【唐】^pr【李師政】撰
2125	史傳	南海寄歸內法傳	^dy【唐】^pr【義淨】撰
2126	史傳	大宋僧史略	^dy【宋】^pr【贊寧】撰
2127	事彙	釋氏要覽	^dy【宋】^pr【道誠】集
2128	事彙	一切經音義	^dy【唐】^pr【慧琳】撰
2129	事彙	續一切經音義	^dy【宋】^pr【希麟】集
2130	事彙	翻梵語	
2131	事彙	翻譯名義集	^dy【宋】^pr【法雲】編
2132	事彙	悉曇字記	^dy【唐】^pr【智廣】撰
2133a	事彙	梵語千字文	^dy【唐】^pr【義淨】撰
2133b	事彙	梵語千字文	^dy【唐】^pr【義淨】撰
2134	事彙	唐梵文字	^dy【唐】^pr【全真】集
2135	事彙	梵語雜名	^dy【唐】^pr【禮言】集
2136	事彙	唐梵兩語雙對集	^dy【唐】^pr【僧怛多蘖多】^pr【波羅瞿那彌捨沙】集
2137	事彙	金七十論	^dy【陳】^pr【真諦】譯
2138	事彙	勝宗十句義論	^pr【慧月】造^dy【唐】^pr【玄奘】譯
2139	事彙	老子化胡經	
2140	事彙	摩尼教下部讚	
2141a	事彙	摩尼光佛教法儀略	^dy【唐】^pr【拂多誕】譯
2141b	事彙	波斯教殘經	
2142	事彙	序聽迷詩所經	
2143	事彙	景教三威蒙度讚	
2144	事彙	大秦景教流行中國碑頌	^dy【唐】^pr【景淨】述
2145	事彙	出三藏記集	^dy【梁】^pr【僧祐】撰
2146	事彙	眾經目錄	^dy【隋】^pr【法經】等撰
2147	事彙	眾經目錄	^dy【隋】^pr【彥琮】撰
2148	事彙	眾經目錄	^dy【唐】^pr【靜泰】撰
2149	事彙	大唐內典錄	^dy【唐】^pr【道宣】撰
2150	事彙	續大唐內典錄	^dy【唐】^pr【道宣】撰
2151	事彙	古今譯經圖紀	^dy【唐】^pr【靖邁】撰
2152	事彙	續古今譯經圖紀	^dy【唐】^pr【智昇】撰
2153	事彙	大周刊定眾經目錄	^dy【唐】^pr【明佺】等撰
2154	事彙	開元釋教錄	^dy【唐】^pr【智昇】撰
2155	事彙	開元釋教錄略出	^dy【唐】^pr【智昇】撰
2156	事彙	大唐貞元續開元釋教錄	^dy【唐】^pr【圓照】集
2157	事彙	貞元新定釋教目錄	^dy【唐】^pr【圓照】撰
2158	事彙	續貞元釋教錄	^dy【南唐】^pr【恒安】集
2159	事彙	傳教大師將來台州錄	^dy【日本】^pr【最澄】撰
2160	事彙	傳教大師將來越州錄	^dy【日本】^pr【最澄】撰
2161	事彙	御請來目錄	^dy【日本】^pr【空海】撰
2162	事彙	根本大和尚真跡策子等目錄	
2163	事彙	常曉和尚請來目錄	^dy【日本】^pr【常曉】撰
2164	事彙	靈巖寺和尚請來法門道具等目錄	^dy【日本】^pr【圓行】撰
2165	事彙	日本國承和五年入唐求法目錄	^dy【日本】^pr【圓仁】撰
2166	事彙	慈覺大師在唐送進錄	^dy【日本】^pr【圓仁】撰
2167	事彙	入唐新求聖教目錄	^dy【日本】^pr【圓仁】撰
2168a	事彙	惠運禪師將來教法目錄	^dy【日本】^pr【惠運】撰
2168b	事彙	惠運律師書目錄	^dy【日本】^pr【惠運】撰
2169	事彙	開元寺求得經疏記等目錄	^dy【日本】^pr【圓珍】撰
2170	事彙	福州溫州台州求得經律論疏記外書等目錄	^dy【日本】^pr【圓珍】撰
2171	事彙	青龍寺求法目錄	^dy【日本】^pr【圓珍】撰
2172	事彙	日本比丘圓珍入唐求法目錄	^dy【日本】^pr【圓珍】撰
2173	事彙	智證大師請來目錄	^dy【日本】^pr【圓珍】撰
2174a	事彙	新書寫請來法門等目錄	^dy【日本】^pr【宗叡】撰
2174b	事彙	禪林寺宗叡僧正目錄	
2175	事彙	錄外經等目錄	
2176	事彙	諸阿闍梨真言密教部類總錄	^dy【日本】^pr【安然】集
2177	事彙	華嚴宗章疏并因明錄	^dy【日本】^pr【圓超】錄
2178	事彙	天台宗章疏	^dy【日本】^pr【玄日】錄
2179	事彙	三論宗章疏	^dy【日本】^pr【安遠】錄
2180	事彙	法相宗章疏	^dy【日本】^pr【平祚】錄
2181	事彙	注進法相宗章疏	^dy【日本】^pr【藏俊】撰
2182	事彙	律宗章疏	^dy【日本】^pr【榮穩】錄
2183	事彙	東域傳燈目錄	^dy【日本】^pr【永超】集
2184	事彙	新編諸宗教藏總錄	^dy【高麗】^pr【義天】錄
2732	敦煌寫本	梁朝傅大士頌金剛經	
2733	敦煌寫本	御注金剛般若波羅蜜經宣演	^dy【唐】^pr【道氤】撰
2734	敦煌寫本	金剛暎卷上	^dy【唐】^pr【寶達】集
2735	敦煌寫本	金剛般若經旨贊	^dy【唐】^pr【曇曠】撰
2736	敦煌寫本	金剛般若經依天親菩薩論贊略釋秦本義記卷上	^dy【唐】^pr【知恩】撰
2737	敦煌寫本	金剛經疏	
2738	敦煌寫本	金剛經疏	
2739	敦煌寫本	金剛般若經挾註	
2740	敦煌寫本	金剛般若義記	
2741	敦煌寫本	金剛般若經疏	
2742	敦煌寫本	金剛般若波羅蜜經傳外傳卷下	
2743	敦煌寫本	持誦金剛經靈驗功德記	
2744	敦煌寫本	仁王般若實相論卷第二	
2745	敦煌寫本	仁王經疏	
2746	敦煌寫本	般若波羅蜜多心經還源述	
2747	敦煌寫本	挾註波羅蜜多心經	
2748	敦煌寫本	法華義記卷第三	
2749	敦煌寫本	法華經疏	
2750	敦煌寫本	法華經疏	
2751	敦煌寫本	法華經疏	
2752	敦煌寫本	法華問答	
2753	敦煌寫本	華嚴經章	
2754	敦煌寫本	華嚴略疏卷第三	
2755	敦煌寫本	華嚴經疏	
2756	敦煌寫本	華嚴經義記卷第一	^dy【後魏】^pr【慧光】撰
2757	敦煌寫本	華嚴經疏卷第三	^dy【新羅】^pr【元曉】撰
2758	敦煌寫本	十地義記卷第一	
2759	敦煌寫本	無量壽經義記卷下	
2760	敦煌寫本	無量壽觀經義記	
2761	敦煌寫本	勝鬘經記	
2762	敦煌寫本	勝鬘經疏	^pr【昭法師】撰
2763	敦煌寫本	挾注勝鬘經	
2764a	敦煌寫本	涅槃經義記	
2764b	敦煌寫本	大涅槃經義記卷第四	
2765	敦煌寫本	涅槃經疏	
2766	敦煌寫本	藥師經疏	
2767	敦煌寫本	藥師經疏	
2768	敦煌寫本	維摩義記	
2769	敦煌寫本	維摩經義記卷第四	
2770	敦煌寫本	維摩經疏	
2771	敦煌寫本	維摩經疏	
2772	敦煌寫本	維摩經疏卷第三．第六	
2773	敦煌寫本	維摩經抄	
2774	敦煌寫本	維摩經疏	
2775	敦煌寫本	維摩疏釋前小序抄
2776	敦煌寫本	釋肇序	^dy【唐】^pr【體請】記
2777	敦煌寫本	淨名經集解關中疏	^dy【唐】^pr【道掖】撰
2778	敦煌寫本	淨名經關中釋抄	^dy【唐】^pr【道掖】撰
2779	敦煌寫本	佛說楞伽經禪門悉談章
2780	敦煌寫本	溫室經疏	^dy【唐】^pr【慧淨】撰
2781	敦煌寫本	盂蘭盆經讚述	^dy【唐】^pr【慧淨】撰
2782	經集	大乘稻芉經隨聽疏	^dy【唐】^pr【法成】撰
2783	經集	大乘稻芉經隨聽疏決
2784	敦煌寫本	大乘四法經釋抄
2785	敦煌寫本	大乘四法經論廣釋開決記
2786	敦煌寫本	天請問經疏
2787	敦煌寫本	四分戒本疏卷第一．第二．第三
2788	敦煌寫本	律戒本疏
2789	敦煌寫本	律戒本疏
2790	敦煌寫本	律雜抄
2791	敦煌寫本	宗四分比丘隨門要略行儀
2792	敦煌寫本	毘尼心
2793	敦煌寫本	三部律抄
2794	敦煌寫本	律抄
2795	敦煌寫本	四部律并論要用抄
2796	敦煌寫本	律抄第三卷手決
2797	敦煌寫本	梵網經述記卷第一
2798	敦煌寫本	本業瓔珞經疏
2799	敦煌寫本	十地論義疏卷第一．第三	^dy【北周】^pr【法上】撰
2800	敦煌寫本	廣百論疏卷第一	^dy【唐】^pr【文軌】撰
2801	敦煌寫本	瑜伽師地論分門記	^dy【唐】^pr【法成】撰^pr【智慧山】記
2802	敦煌寫本	瑜伽論手記	^dy【唐】^pr【法成】述^pr【福慧】記
2803	敦煌寫本	地持義記卷第四
2804	敦煌寫本	唯識三十論要釋
2805	敦煌寫本	攝大乘講疏卷第五．第七
2806	敦煌寫本	攝大乘論抄
2807	敦煌寫本	攝大乘論章卷第一
2808	敦煌寫本	攝論章卷第一
2809	敦煌寫本	攝大乘義章卷第四
2810	敦煌寫本	大乘百法明門論開宗義記	^dy【唐】^pr【曇曠】撰
2811	敦煌寫本	大乘百法明門論開宗義記序釋
2812	敦煌寫本	大乘百法明門論開宗義決	^dy【唐】^pr【曇曠】撰
2813	敦煌寫本	大乘起信論略述	^dy【唐】^pr【曇曠】撰
2814	敦煌寫本	大乘起信論廣釋卷第三．四．五	^dy【唐】^pr【曇曠】撰
2815	敦煌寫本	起信論註
2816	敦煌寫本	因緣心釋論開決記
2817	敦煌寫本	大乘經纂要義
2818	敦煌寫本	大乘二十二問本
2819	敦煌寫本	諸經要抄
2820	敦煌寫本	菩薩藏修道眾經抄卷第十二
2821	敦煌寫本	諸經要略文
2822	敦煌寫本	大乘要語
2823	敦煌寫本	大乘入道次第開決	^dy【唐】^pr【曇曠】撰
2824	敦煌寫本	天台分門圖
2825	敦煌寫本	真言要決卷第一．第三
2826	敦煌寫本	略諸經論念佛法門往生淨土集卷上	^dy【唐】^pr【慧日】撰
2827	敦煌寫本	淨土五會念佛誦經觀行儀卷中．下	^dy【唐】^pr【法照】撰
2828	敦煌寫本	大乘淨土讚
2829	敦煌寫本	持齋念佛懺悔禮文
2830a	敦煌寫本	道安法師念佛讚
2830b	敦煌寫本	道安法師念佛讚文
2831	敦煌寫本	無心論
2832	敦煌寫本	南天竺國菩提達摩禪師觀門
2833	敦煌寫本	觀心論
2834	敦煌寫本	大乘無生方便門
2835	敦煌寫本	大乘開心顯性頓悟真宗論	^dy【唐】^pr【慧光釋】
2836	敦煌寫本	大乘北宗論	^dy【唐】^pr【慧光釋】
2837	敦煌寫本	楞伽師資記	^dy【唐】^pr【淨覺】集
2838	敦煌寫本	傳法寶紀	^dy【唐】^pr【杜朏】撰
2839	敦煌寫本	讚禪門詩
2840	敦煌寫本	三界圖
2841	敦煌寫本	大佛略懺
2842	敦煌寫本	印沙佛文
2843	敦煌寫本	大悲啟請
2844	敦煌寫本	文殊師利菩薩無相十禮
2845	敦煌寫本	押座文類
2846	敦煌寫本	祈願文
2847	敦煌寫本	祈願文
2848	敦煌寫本	迴向文
2849	敦煌寫本	大乘四齋日
2850	敦煌寫本	地藏菩薩十齋日
2851	敦煌寫本	和菩薩戒文
2852	敦煌寫本	入布薩堂說偈文等
2853	敦煌寫本	布薩文等
2854	敦煌寫本	禮懺文
2855	敦煌寫本	禮懺文
2856	敦煌寫本	禮懺文
2857	敦煌寫本	索法號義辯諷誦文
2858	敦煌寫本	大目乾連冥間救母變文并圖
2859	敦煌寫本	惠遠外傳
2860	敦煌寫本	府君存惠傳
2861	敦煌寫本	泉州千佛新著諸祖師頌
2862	敦煌寫本	大蕃沙洲釋門教法和尚洪辯修功德記
2863	敦煌寫本	王梵志詩集
2864	敦煌寫本	進旨
2865	敦煌寫本	護身命經	^pr【界】^pr【比丘道真】
2866	敦煌寫本	護身命經
2867	敦煌寫本	慈仁問八十種好經
2868	敦煌寫本	決罪福經
2869	敦煌寫本	妙好寶車經
2870	敦煌寫本	像法決疑經
2871	敦煌寫本	大通方廣懺悔滅罪莊嚴成佛經
2872	敦煌寫本	妙法蓮華經廣量天地品第二十九
2873	敦煌寫本	首羅比丘經
2874	敦煌寫本	小法滅盡經
2875	敦煌寫本	大方廣華嚴十惡品經
2876	敦煌寫本	天公經
2877	敦煌寫本	如來在金棺囑累清淨莊嚴敬福經
2878	敦煌寫本	救疾經
2879	敦煌寫本	普賢菩薩說證明經
2880	敦煌寫本	究竟大悲經卷第二．三．四
2881	敦煌寫本	善惡因果經
2882	敦煌寫本	呪魅經
2883	敦煌寫本	法王經
2884	敦煌寫本	大威儀請問
2885	敦煌寫本	佛性海藏智慧解脫破心相經
2886	敦煌寫本	佛為心王菩薩說投陀經卷上	^pr【五陰山室寺惠辨禪師】註
2887	敦煌寫本	父母恩重經
2888	敦煌寫本	延壽命經
2889	敦煌寫本	續命經
2890	敦煌寫本	如來成道經
2891	敦煌寫本	山海慧菩薩經
2892	敦煌寫本	現報當受經
2893	敦煌寫本	大辯邪正經
2894	敦煌寫本	三廚經	^pr【西國婆羅門達多羅】及^pr【闍那崛多】等奉詔譯
2895	敦煌寫本	要行捨身經
2896	敦煌寫本	示所犯者瑜伽法鏡經
2897	敦煌寫本	天地八陽神呪經	^dy【唐】^pr【三藏法師義淨奉詔】譯
2898	敦煌寫本	高王觀世音經
2899	敦煌寫本	妙法蓮華經馬明菩薩品第三十
2900	敦煌寫本	齋法清淨經
2901	敦煌寫本	法句經
2902	敦煌寫本	法句經疏
2903	敦煌寫本	無量大慈教經
2904	敦煌寫本	七千佛神符經
2905	敦煌寫本	現在十方千五百佛名並雜佛同號
2906	敦煌寫本	三萬佛同根本神祕之印並法龍種上尊王佛法
2907	敦煌寫本	普賢菩薩行願王經
2908	敦煌寫本	大方廣佛華嚴經普賢菩薩行願王品
2909	敦煌寫本	地藏菩薩經
2910	敦煌寫本	金有陀羅尼經
2911	敦煌寫本	讚僧功德經
2912	敦煌寫本	無常三啟經
2913	敦煌寫本	七女觀經
2914	敦煌寫本	觀經
2915	敦煌寫本	救諸眾生一切苦難經
2916	敦煌寫本	勸善經
2917a	敦煌寫本	新菩薩經
2917b	敦煌寫本	新菩薩經
2918	敦煌寫本	釋家觀化還愚經
2919	敦煌寫本	佛母經
2920	敦煌寫本	僧伽和尚欲入涅槃說六度經
